"Year","Player","Pos","Age","Tm","G","MP","PTS","AST","TRB","STL","BLK","FG.","X3P","X3PA","X3P.","FT.","PER","WS","BPM","VORP","TS."
2009,"Ryan Anderson","PF",20,"NJN",66,1312,487,52,311,44,20,0.393,69,189,0.365,0.845,13.6,2.5,-1.1,0.3,0.532
2009,"Carmelo Anthony","SF",24,"DEN",66,2277,1504,222,450,75,24,0.443,63,170,0.371,0.793,19,5,0.3,1.3,0.532
2009,"Joel Anthony","C",26,"MIA",65,1048,144,27,197,20,93,0.483,0,0,NA,0.652,9.3,1.7,0.2,0.6,0.521
2009,"Gilbert Arenas","PG",27,"WAS",2,63,26,20,9,0,1,0.261,2,7,0.286,0.75,18.9,0.2,-1.7,0,0.433
2009,"Trevor Ariza","SF",23,"LAL",82,1999,729,145,352,137,24,0.46,61,191,0.319,0.71,15.5,6.1,3.1,2.6,0.544
2009,"Hilton Armstrong","C",24,"NOH",70,1092,338,29,195,26,45,0.561,0,2,0,0.633,10.7,1.5,-2.3,-0.1,0.585
2009,"Darrell Arthur","PF",20,"MEM",76,1464,422,43,346,52,52,0.438,0,2,0,0.667,11.3,1.7,-3.1,-0.4,0.456
2009,"Chucky Atkins","PG",34,"TOT",33,412,98,59,24,10,2,0.301,15,57,0.263,0.938,6.2,-0.2,-7.2,-0.5,0.408
2009,"Chucky Atkins","PG",34,"DEN",14,115,27,28,6,2,1,0.333,5,17,0.294,1,8.9,0,-8.6,-0.2,0.469
2009,"Chucky Atkins","PG",34,"OKC",19,297,71,31,18,8,1,0.291,10,40,0.25,0.917,5.1,-0.2,-6.6,-0.3,0.389
2009,"D.J. Augustin","PG",21,"CHA",72,1908,850,250,133,42,2,0.43,108,246,0.439,0.893,14.9,5.1,-0.7,0.6,0.587
2009,"Kelenna Azubuike","SF",25,"GSW",74,2375,1063,117,370,57,50,0.464,94,210,0.448,0.808,14.7,4.1,-0.7,0.8,0.562
2009,"Renaldo Balkman","PF",24,"DEN",53,780,264,34,203,47,23,0.558,2,7,0.286,0.646,16.8,2.6,2.7,0.9,0.585
2009,"Marcus Banks","PG",27,"TOT",22,206,56,28,18,11,2,0.368,3,19,0.158,0.611,7.8,0,-5.4,-0.2,0.431
2009,"Marcus Banks","PG",27,"MIA",16,166,42,22,15,10,2,0.385,2,14,0.143,0.667,8.7,0.1,-4.3,-0.1,0.461
2009,"Marcus Banks","PG",27,"TOR",6,40,14,6,3,1,0,0.333,1,5,0.2,0.333,4,-0.1,-9.7,-0.1,0.362
2009,"Leandro Barbosa","SG",26,"PHO",70,1705,993,162,181,82,7,0.482,90,240,0.375,0.881,19.4,5,1.2,1.4,0.588
2009,"J.J. Barea","SG",24,"DAL",79,1600,617,269,177,37,5,0.442,55,154,0.357,0.753,13.4,2.2,-1.9,0.1,0.516
2009,"Andrea Bargnani","PF",23,"TOR",78,2453,1202,94,416,34,97,0.45,119,291,0.409,0.831,14.6,3.9,-0.8,0.7,0.559
2009,"Matt Barnes","PF",28,"PHO",77,2082,788,212,421,52,26,0.423,117,341,0.343,0.743,12.6,3,0.5,1.3,0.537
2009,"Brent Barry","SG",37,"HOU",56,857,208,78,94,24,3,0.407,49,131,0.374,0.95,9.2,1.5,-0.5,0.3,0.575
2009,"Brandon Bass","C",23,"DAL",81,1574,686,43,367,27,55,0.496,0,6,0,0.867,16.4,4.1,-2.1,-0.1,0.571
2009,"Maceo Baston","PF",33,"IND",27,217,67,7,52,6,10,0.543,0,1,0,0.63,12.3,0.5,-1.7,0,0.579
2009,"Tony Battie","PF",32,"ORL",77,1202,372,31,278,26,25,0.489,2,9,0.222,0.659,11.9,2.8,-2.2,0,0.518
2009,"Shane Battier","SG",30,"HOU",60,2031,436,137,285,48,54,0.41,91,237,0.384,0.821,10.7,5.2,3.4,2.8,0.568
2009,"Nicolas Batum","SF",20,"POR",79,1454,426,74,220,50,40,0.446,62,168,0.369,0.808,12.9,3.7,2.5,1.7,0.555
2009,"Jerryd Bayless","PG",20,"POR",53,655,228,78,57,16,2,0.365,7,27,0.259,0.806,8.2,0.3,-5.4,-0.6,0.487
2009,"Michael Beasley","PF",20,"MIA",81,2009,1123,83,439,41,37,0.472,33,81,0.407,0.772,17.2,3.4,-4.3,-1.2,0.528
2009,"Marco Belinelli","SG",22,"GSW",42,882,372,88,71,36,1,0.442,52,131,0.397,0.769,11.8,0.5,-3.2,-0.3,0.547
2009,"Charlie Bell","SG",29,"MIL",70,1783,587,151,134,50,7,0.414,87,240,0.363,0.825,9.8,2.2,-1.5,0.2,0.525
2009,"Raja Bell","SG",32,"TOT",67,2315,799,142,243,50,8,0.437,114,271,0.421,0.853,10.7,3.6,-0.4,0.9,0.548
2009,"Raja Bell","SG",32,"PHO",22,712,212,29,64,13,2,0.429,44,94,0.468,0.762,8.5,0.8,-0.9,0.2,0.569
2009,"Raja Bell","SG",32,"CHA",45,1603,587,113,179,37,6,0.44,70,177,0.395,0.877,11.7,2.8,-0.2,0.7,0.541
2009,"Mike Bibby","PG",30,"ATL",79,2740,1176,392,278,98,11,0.435,167,428,0.39,0.789,16.3,6.9,1.7,2.6,0.544
2009,"Andris Biedrins","C",22,"GSW",62,1863,735,121,693,63,96,0.578,0,1,0,0.551,19.1,5.4,2.6,2.1,0.585
2009,"Chauncey Billups","PG",32,"TOT",79,2789,1400,506,239,93,18,0.418,162,397,0.408,0.913,18.8,10.1,2.5,3.2,0.592
2009,"Chauncey Billups","PG",32,"DET",2,70,25,15,10,3,1,0.333,2,7,0.286,0.9,17.5,0.2,0.4,0,0.492
2009,"Chauncey Billups","PG",32,"DEN",77,2719,1375,491,229,90,17,0.42,160,390,0.41,0.913,18.8,9.9,2.5,3.1,0.595
2009,"Steve Blake","PG",28,"POR",69,2188,757,348,173,69,4,0.428,140,328,0.427,0.84,14.4,5.8,1.7,2,0.557
2009,"Andray Blatche","C",22,"WAS",71,1703,713,118,378,53,74,0.471,5,21,0.238,0.704,15,1.4,-1.5,0.2,0.508
2009,"Mark Blount","C",33,"MIA",20,207,79,4,41,1,7,0.385,11,27,0.407,0.615,8.7,-0.1,-9,-0.4,0.472
2009,"Keith Bogans","SG",28,"TOT",65,1272,364,64,202,43,4,0.367,74,218,0.339,0.912,9.7,2.5,-0.1,0.6,0.521
2009,"Keith Bogans","SG",28,"ORL",36,787,189,31,111,23,2,0.36,42,126,0.333,0.875,8,1.5,0,0.4,0.509
2009,"Keith Bogans","SG",28,"MIL",29,485,175,33,91,20,2,0.376,32,92,0.348,0.939,12.5,1,-0.2,0.2,0.535
2009,"Andrew Bogut","C",24,"MIL",36,1124,422,72,369,23,37,0.577,0,0,NA,0.571,16.2,2.6,1.7,1,0.586
2009,"Matt Bonner","PF",28,"SAS",81,1928,667,82,386,47,26,0.496,118,268,0.44,0.739,15,6.8,2.6,2.2,0.611
2009,"Josh Boone","C",24,"NJN",62,995,258,31,258,22,48,0.528,0,0,NA,0.376,13.3,1.8,-1.3,0.2,0.513
2009,"Calvin Booth","C",32,"TOT",8,56,16,0,11,1,2,0.5,0,0,NA,0.75,11.4,0.1,-7.3,-0.1,0.592
2009,"Calvin Booth","C",32,"MIN",1,1,0,0,1,0,0,NA,0,0,NA,NA,39.8,0,5.6,0,NA
2009,"Calvin Booth","C",32,"SAC",7,55,16,0,10,1,2,0.5,0,0,NA,0.75,10.9,0.1,-7.5,-0.1,0.592
2009,"Carlos Boozer","PF",27,"UTA",37,1197,599,79,385,39,7,0.49,0,0,NA,0.698,17.2,2.6,-0.1,0.6,0.523
2009,"Chris Bosh","C",24,"TOR",77,2928,1746,191,771,67,77,0.487,12,49,0.245,0.817,22.1,9.7,2.4,3.3,0.569
2009,"Bruce Bowen","SF",37,"SAS",80,1506,214,40,145,36,13,0.422,42,98,0.429,0.538,5.4,2.2,-1.3,0.2,0.539
2009,"Ryan Bowen","SF",33,"NOH",21,219,47,9,24,14,5,0.579,0,0,NA,0.6,10.8,0.6,1.1,0.2,0.585
2009,"Elton Brand","PF",29,"PHI",29,920,399,37,254,17,45,0.447,0,0,NA,0.676,14.6,0.9,-2.8,-0.2,0.484
2009,"Corey Brewer","SF",22,"MIN",15,307,93,25,49,15,3,0.411,5,12,0.417,0.737,11.2,0.3,-0.8,0.1,0.473
2009,"Ronnie Brewer","SF",23,"UTA",81,2605,1111,179,300,138,30,0.508,22,85,0.259,0.702,16.1,6.8,2,2.7,0.565
2009,"Aaron Brooks","PG",24,"HOU",80,1998,894,238,157,46,8,0.404,113,309,0.366,0.866,12.9,3.6,-1.3,0.4,0.521
2009,"Andre Brown","PF",27,"CHA",4,41,4,1,12,1,0,0.143,0,0,NA,1,-1.5,-0.1,-9.3,-0.1,0.254
2009,"Bobby Brown","SG-PG",24,"TOT",68,931,361,117,52,21,3,0.392,45,130,0.346,0.791,8.9,-0.6,-7.2,-1.2,0.476
2009,"Bobby Brown","SG",24,"SAC",47,675,245,87,36,15,1,0.381,31,94,0.33,0.765,7.7,-0.7,-8.1,-1,0.468
2009,"Bobby Brown","PG",24,"MIN",21,256,116,30,16,6,2,0.416,14,36,0.389,0.889,11.9,0.1,-4.7,-0.2,0.496
2009,"Dee Brown","PG",24,"TOT",19,261,46,36,29,10,0,0.367,7,24,0.292,0.6,6.6,-0.1,-4.9,-0.2,0.449
2009,"Dee Brown","PG",24,"WAS",17,233,41,33,28,10,0,0.386,6,20,0.3,0.333,7.8,0,-4.2,-0.1,0.452
2009,"Dee Brown","PG",24,"PHO",2,28,5,3,1,0,0,0.2,1,4,0.25,1,-2.9,-0.1,-10.5,-0.1,0.425
2009,"Devin Brown","SG",30,"NOH",63,869,328,54,119,32,5,0.355,28,97,0.289,0.78,9.7,0.1,-5,-0.7,0.459
2009,"Kwame Brown","C",26,"DET",58,999,243,32,290,24,24,0.533,0,0,NA,0.516,11.5,1.9,-1.9,0,0.546
2009,"Shannon Brown","SG",23,"TOT",48,477,202,38,44,22,7,0.473,14,37,0.378,0.821,12.9,0.7,-2.9,-0.1,0.554
2009,"Shannon Brown","SG",23,"CHA",30,341,144,28,24,18,5,0.455,8,28,0.286,0.8,12.1,0.3,-3.3,-0.1,0.529
2009,"Shannon Brown","SG",23,"LAL",18,136,58,10,20,4,2,0.524,6,9,0.667,0.889,15,0.4,-1.9,0,0.631
2009,"Kobe Bryant","SG",30,"LAL",82,2960,2201,399,429,120,37,0.467,118,336,0.351,0.856,24.4,12.7,4.5,4.9,0.561
2009,"Greg Buckner","SF",32,"MEM",63,878,155,57,130,29,8,0.384,13,51,0.255,0.8,6.3,0.3,-3.2,-0.3,0.456
2009,"Caron Butler","SG",28,"WAS",67,2585,1392,290,414,106,20,0.453,65,210,0.31,0.858,18.8,4.5,1.8,2.5,0.552
2009,"Rasual Butler","SF",29,"NOH",82,2614,922,75,271,51,61,0.433,140,359,0.39,0.782,11.8,4.6,-0.5,1,0.541
2009,"Andrew Bynum","C",21,"LAL",50,1446,714,71,398,18,90,0.56,0,0,NA,0.707,20,5.5,1.9,1.4,0.598
2009,"Will Bynum","PG",26,"DET",57,803,410,157,75,34,2,0.456,3,19,0.158,0.798,17.4,1.3,-1.7,0.1,0.52
2009,"Jose Calderon","PG",27,"TOR",68,2333,873,607,194,74,7,0.497,82,202,0.406,0.981,18.8,7.5,0.9,1.7,0.613
2009,"Marcus Camby","C",34,"LAC",62,1925,641,127,690,51,132,0.512,1,4,0.25,0.725,18.7,5.2,1.8,1.8,0.556
2009,"Brian Cardinal","PF",31,"MIN",64,909,190,76,142,37,13,0.385,30,92,0.326,0.857,8.1,0.9,-0.8,0.3,0.515
2009,"Rodney Carney","SG",24,"MIN",67,1199,481,26,126,45,29,0.416,79,226,0.35,0.758,12.1,1.5,-1.5,0.2,0.532
2009,"Matt Carroll","SG",28,"TOT",55,616,164,27,69,21,6,0.38,13,53,0.245,0.84,5.5,-0.1,-5.4,-0.5,0.451
2009,"Matt Carroll","SG",28,"CHA",34,475,139,24,55,18,5,0.406,12,45,0.267,0.789,7,0.1,-4.3,-0.3,0.475
2009,"Matt Carroll","SG",28,"DAL",21,141,25,3,14,3,1,0.273,1,8,0.125,1,0.5,-0.2,-9,-0.2,0.351
2009,"Anthony Carter","PG",33,"DEN",78,1787,412,364,205,96,13,0.433,21,88,0.239,0.731,10.8,1.8,-1.8,0.1,0.49
2009,"Vince Carter","SG",32,"NJN",80,2946,1662,376,410,82,38,0.437,151,392,0.385,0.817,19.3,7.5,2.5,3.4,0.545
2009,"Mario Chalmers","PG",22,"MIA",82,2626,818,403,228,160,8,0.42,114,311,0.367,0.767,13.3,5.2,0.8,1.8,0.548
2009,"Tyson Chandler","C",26,"NOH",45,1445,397,22,393,15,56,0.565,0,0,NA,0.579,13.4,3.4,-0.9,0.4,0.581
2009,"Wilson Chandler","SF",21,"NYK",82,2735,1184,170,445,71,75,0.432,103,314,0.328,0.795,12.9,3.1,-0.9,0.8,0.515
2009,"Speedy Claxton","PG",30,"ATL",2,15,5,3,0,0,0,0.286,0,0,NA,0.5,5.7,0,-19.1,-0.1,0.317
2009,"Jarron Collins","C",30,"UTA",26,201,40,7,37,2,1,0.457,0,0,NA,0.727,5.8,0.2,-3.9,-0.1,0.502
2009,"Jason Collins","C",30,"MIN",31,422,57,11,70,9,13,0.314,0,0,NA,0.464,3.3,-0.2,-4.8,-0.3,0.346
2009,"Mardy Collins","PG-SG",24,"TOT",48,890,251,111,107,31,10,0.425,13,31,0.419,0.609,9.5,-0.1,-4.2,-0.5,0.47
2009,"Mardy Collins","SG",24,"NYK",9,75,20,10,8,2,0,0.348,0,3,0,0.444,5,-0.1,-8.7,-0.1,0.371
2009,"Mardy Collins","PG",24,"LAC",39,815,231,101,99,29,10,0.433,13,28,0.464,0.649,9.9,0.1,-3.8,-0.4,0.481
2009,"Nick Collison","C",28,"OKC",71,1831,584,66,489,51,50,0.568,0,2,0,0.721,14.8,5,0.6,1.2,0.599
2009,"Mike Conley","PG",21,"MEM",82,2508,895,354,276,90,8,0.442,88,217,0.406,0.817,14.3,4.5,-0.2,1.1,0.548
2009,"Brian Cook","PF",28,"TOT",30,171,74,5,32,3,3,0.368,13,30,0.433,0.833,7.6,0,-6.9,-0.2,0.47
2009,"Brian Cook","PF",28,"ORL",21,146,62,4,27,3,0,0.383,11,25,0.44,0.833,7.6,0.1,-6.5,-0.2,0.495
2009,"Brian Cook","PF",28,"HOU",9,25,12,1,5,0,3,0.313,2,5,0.4,NA,7.4,-0.1,-9.8,0,0.375
2009,"Daequan Cook","SF",21,"MIA",75,1833,686,71,189,39,10,0.375,153,395,0.387,0.875,10.3,2.2,-3,-0.5,0.512
2009,"Jamal Crawford","PG-SG",28,"TOT",65,2479,1280,288,193,57,13,0.41,142,394,0.36,0.872,15.1,3.3,-1.7,0.2,0.545
2009,"Jamal Crawford","SG",28,"NYK",11,392,216,48,17,9,0,0.432,35,77,0.455,0.761,15.7,0.7,-2.3,0,0.571
2009,"Jamal Crawford","PG",28,"GSW",54,2087,1064,240,176,48,13,0.406,107,317,0.338,0.889,15,2.7,-1.6,0.2,0.541
2009,"Joe Crawford","SF",22,"NYK",2,23,9,1,4,1,0,0.3,1,4,0.25,1,10.8,0,-5.6,0,0.414
2009,"Javaris Crittenton","PG-SG",21,"TOT",63,1174,317,150,166,40,6,0.46,2,15,0.133,0.576,10.4,0,-3.6,-0.5,0.487
2009,"Javaris Crittenton","SG",21,"MEM",7,44,19,5,6,1,0,0.467,0,1,0,0.455,13.2,0,-4.3,0,0.479
2009,"Javaris Crittenton","PG",21,"WAS",56,1130,298,145,160,39,6,0.459,2,14,0.143,0.593,10.3,0,-3.6,-0.5,0.488
2009,"Austin Croshere","PF",33,"TOT",14,100,40,9,34,1,1,0.359,5,15,0.333,0.583,14.2,0.1,-2.9,0,0.452
2009,"Austin Croshere","PF",33,"MIL",11,77,36,6,24,1,1,0.4,5,11,0.455,0.636,17.2,0.2,-1.5,0,0.517
2009,"Austin Croshere","PF",33,"SAS",3,23,4,3,10,0,0,0.222,0,4,0,0,4.3,-0.1,-7.5,0,0.212
2009,"Eddy Curry","C",26,"NYK",3,12,5,0,4,0,0,1,0,0,NA,0.333,2.8,0,-17.3,0,0.753
2009,"Samuel Dalembert","C",27,"PHI",82,2036,523,18,701,33,146,0.498,0,2,0,0.734,13.2,4,-2.5,-0.3,0.535
2009,"Erick Dampier","C",33,"DAL",80,1836,454,77,565,24,95,0.65,0,0,NA,0.638,15.7,6.1,2.9,2.3,0.664
2009,"Antonio Daniels","PG",33,"TOT",74,1021,300,177,77,26,1,0.419,22,60,0.367,0.8,12.1,1.5,-5,-0.8,0.536
2009,"Antonio Daniels","PG",33,"WAS",13,288,66,47,22,7,0,0.4,5,11,0.455,0.758,10.8,0.3,-5.2,-0.2,0.554
2009,"Antonio Daniels","PG",33,"NOH",61,733,234,130,55,19,1,0.424,17,49,0.347,0.821,12.6,1.1,-4.9,-0.5,0.531
2009,"Marquis Daniels","SF",28,"IND",54,1700,733,114,248,62,26,0.451,18,90,0.2,0.721,12.8,1.3,-1.9,0,0.491
2009,"Jermareo Davidson","SF",24,"GSW",14,111,42,1,34,2,3,0.486,0,0,NA,0.471,12.3,0.1,-9.4,-0.2,0.494
2009,"Baron Davis","PG",29,"LAC",65,2248,968,501,238,108,35,0.37,99,328,0.302,0.757,14.5,0.6,-0.5,0.9,0.46
2009,"Glen Davis","C",23,"BOS",76,1637,530,69,301,53,19,0.442,2,5,0.4,0.73,10.7,3.7,-1,0.4,0.502
2009,"Paul Davis","PF",24,"LAC",27,320,107,12,67,10,3,0.408,0,1,0,0.794,10.7,0.2,-5.6,-0.3,0.474
2009,"Ricky Davis","SG",29,"LAC",36,785,232,82,60,19,5,0.339,35,111,0.315,0.861,7.1,-0.4,-5.7,-0.7,0.445
2009,"Luol Deng","SF",23,"CHI",49,1665,690,94,295,60,25,0.448,8,20,0.4,0.796,14.7,3,-0.8,0.5,0.511
2009,"Boris Diaw","PF",26,"TOT",81,2754,1072,333,432,61,53,0.507,75,181,0.414,0.687,14.4,4.7,1.6,2.5,0.565
2009,"Boris Diaw","PF",26,"PHO",22,538,183,46,84,11,9,0.567,5,14,0.357,0.692,12.5,0.7,-0.8,0.2,0.6
2009,"Boris Diaw","PF",26,"CHA",59,2216,889,287,348,50,44,0.495,70,167,0.419,0.686,14.9,4,2.1,2.3,0.558
2009,"Yakhouba Diawara","SF",26,"MIA",63,851,213,27,82,13,6,0.35,51,163,0.313,0.526,6.4,0.5,-4.2,-0.5,0.473
2009,"Travis Diener","PG",26,"IND",55,719,206,122,86,26,5,0.413,46,118,0.39,0.8,13.7,1.9,-0.5,0.3,0.555
2009,"Ike Diogu","PF",25,"TOT",29,215,119,3,56,3,3,0.527,1,2,0.5,0.755,20.3,0.7,-5.6,-0.2,0.611
2009,"Ike Diogu","PF",25,"POR",19,73,27,0,17,1,2,0.316,0,0,NA,0.75,11.4,0.1,-9.7,-0.1,0.486
2009,"Ike Diogu","PF",25,"SAC",10,142,92,3,39,2,1,0.6,1,2,0.5,0.758,24.9,0.6,-3.4,-0.1,0.662
2009,"DeSagana Diop","C",27,"TOT",75,1036,170,32,273,29,56,0.433,0,0,NA,0.333,9.7,1.4,-0.9,0.3,0.425
2009,"DeSagana Diop","C",27,"DAL",34,452,56,13,118,12,25,0.379,0,0,NA,0.414,8.9,0.7,-0.8,0.1,0.396
2009,"DeSagana Diop","C",27,"CHA",41,584,114,19,155,17,31,0.46,0,0,NA,0.27,10.3,0.7,-1,0.1,0.441
2009,"Juan Dixon","PG",30,"WAS",50,816,261,118,67,35,6,0.395,25,75,0.333,0.872,9.3,-0.5,-5.6,-0.8,0.478
2009,"Keyon Dooling","PG",28,"NJN",77,2074,748,270,155,71,8,0.436,99,235,0.421,0.825,13.6,3.7,-1.1,0.4,0.562
2009,"Joey Dorsey","PF",25,"HOU",3,6,2,1,1,0,0,0.5,0,0,NA,NA,16.1,0,-3.1,0,0.5
2009,"Quincy Douby","PG",24,"TOT",27,300,115,25,32,5,5,0.382,14,46,0.304,0.895,10.2,0,-5.9,-0.3,0.486
2009,"Quincy Douby","PG",24,"SAC",20,227,84,13,25,2,5,0.341,10,37,0.27,0.933,8,-0.1,-7.6,-0.3,0.444
2009,"Quincy Douby","PG",24,"TOR",7,73,31,12,7,3,0,0.545,4,9,0.444,0.75,17,0.2,-0.7,0,0.652
2009,"Chris Douglas-Roberts","SG",22,"NJN",44,585,216,52,50,12,7,0.46,3,12,0.25,0.823,12.2,0.6,-5,-0.4,0.531
2009,"Goran Dragic","PG",22,"PHO",55,728,246,111,103,29,3,0.393,20,54,0.37,0.769,9.8,0.1,-3.3,-0.2,0.487
2009,"Jared Dudley","SF",23,"TOT",68,1155,372,56,205,57,8,0.477,29,74,0.392,0.676,13.5,2.7,0.8,0.8,0.562
2009,"Jared Dudley","SF",23,"CHA",20,427,108,19,59,18,2,0.469,3,8,0.375,0.625,10.6,0.8,-0.6,0.1,0.507
2009,"Jared Dudley","SF",23,"PHO",48,728,264,37,146,39,6,0.481,26,66,0.394,0.691,15.2,1.9,1.6,0.7,0.588
2009,"Chris Duhon","PG",26,"NYK",79,2906,880,566,246,72,7,0.421,127,325,0.391,0.856,12.2,4.2,-1.4,0.4,0.569
2009,"Tim Duncan","C",32,"SAS",75,2524,1450,264,800,38,126,0.504,0,2,0,0.692,24.4,10.1,4.6,4.2,0.549
2009,"Mike Dunleavy","SG",28,"IND",18,495,271,44,68,12,9,0.401,32,90,0.356,0.815,14.4,0.5,-2.1,0,0.52
2009,"Kevin Durant","SF",20,"OKC",74,2885,1871,205,482,96,53,0.476,97,230,0.422,0.863,20.8,7.9,1.8,2.8,0.577
2009,"Monta Ellis","SG",23,"GSW",25,892,474,93,108,39,8,0.451,8,26,0.308,0.83,14.5,0.2,-3.3,-0.3,0.503
2009,"Francisco Elson","C",32,"MIL",59,977,200,32,229,36,36,0.491,1,4,0.25,0.846,10.3,1.8,0.1,0.5,0.537
2009,"Melvin Ely","C",30,"NOH",31,373,97,18,64,2,9,0.389,0,0,NA,0.639,6,-0.1,-6.2,-0.4,0.438
2009,"Maurice Evans","SF",30,"ATL",80,1840,574,54,243,50,10,0.432,98,248,0.395,0.822,11.1,3.8,-0.5,0.7,0.558
2009,"Reggie Evans","PF",28,"PHI",79,1137,262,26,361,41,8,0.444,0,1,0,0.594,10.4,1.9,-3.1,-0.3,0.514
2009,"Jordan Farmar","PG",22,"LAL",65,1192,416,155,117,57,10,0.391,49,146,0.336,0.584,9.9,0.8,-2.9,-0.3,0.466
2009,"Desmon Farmer","SG",27,"SAS",3,54,13,2,6,0,0,0.286,3,12,0.25,1,0.4,-0.1,-8.4,-0.1,0.437
2009,"Raymond Felton","PG",24,"CHA",82,3086,1162,553,310,126,30,0.408,59,207,0.285,0.805,13.7,4.3,-0.1,1.4,0.483
2009,"Rudy Fernandez","SG",23,"POR",78,1993,815,159,207,69,12,0.425,159,398,0.399,0.839,15.5,6.1,3.1,2.5,0.588
2009,"Kyrylo Fesenko","C",22,"UTA",21,156,49,4,37,7,15,0.583,0,0,NA,0.333,13,0.3,0.4,0.1,0.542
2009,"Michael Finley","SF",35,"SAS",81,2336,784,114,270,37,17,0.437,131,319,0.411,0.823,11.4,4.4,-0.5,0.9,0.547
2009,"Derek Fisher","PG",34,"LAL",82,2441,814,261,188,95,6,0.424,120,302,0.397,0.846,12.1,6.3,0.6,1.6,0.546
2009,"T.J. Ford","PG",25,"IND",74,2258,1106,392,259,89,16,0.452,35,104,0.337,0.872,16.6,4.3,-0.2,1,0.533
2009,"Jeff Foster","C",32,"IND",74,1828,452,130,508,53,49,0.501,2,7,0.286,0.658,13,4.2,1.6,1.7,0.542
2009,"Randy Foye","SG",25,"MIN",70,2494,1139,303,214,72,26,0.407,111,308,0.36,0.846,13.7,3.1,-0.4,1,0.517
2009,"Adonal Foyle","C",33,"TOT",10,62,17,1,26,0,8,0.636,0,0,NA,0.5,19.7,0.3,0.5,0,0.623
2009,"Adonal Foyle","C",33,"ORL",9,59,17,1,26,0,8,0.636,0,0,NA,0.5,21,0.3,0.9,0,0.623
2009,"Adonal Foyle","C",33,"MEM",1,3,0,0,0,0,0,NA,0,0,NA,NA,-6.3,0,-6.7,0,NA
2009,"Channing Frye","PF",25,"POR",63,746,263,24,140,17,16,0.423,11,33,0.333,0.722,10,0.8,-4.3,-0.4,0.465
2009,"Dan Gadzuric","C",30,"MIL",67,941,271,39,255,32,43,0.48,0,2,0,0.544,12.2,1.8,-0.6,0.3,0.495
2009,"Danilo Gallinari","SG",20,"NYK",28,412,170,15,55,14,4,0.448,32,72,0.444,0.963,13.4,1,-0.6,0.1,0.621
2009,"Francisco Garcia","SF",27,"SAC",65,1975,824,150,218,80,67,0.444,88,221,0.398,0.82,14.1,2.4,-0.1,0.9,0.554
2009,"Thomas Gardner","SG",23,"ATL",16,98,24,2,7,4,1,0.25,4,23,0.174,0.5,1.5,-0.2,-9.7,-0.2,0.318
2009,"Kevin Garnett","PF",32,"BOS",57,1772,899,144,485,63,68,0.531,2,8,0.25,0.841,21.2,7.1,4,2.7,0.563
2009,"Marc Gasol","C",24,"MEM",82,2521,975,143,605,63,90,0.53,0,1,0,0.733,16.7,6.4,1.2,2.1,0.59
2009,"Pau Gasol","C",28,"LAL",81,2999,1528,284,780,52,81,0.567,1,2,0.5,0.781,22.2,13.9,5,5.3,0.617
2009,"Rudy Gay","SF",22,"MEM",79,2945,1493,135,437,98,59,0.453,85,242,0.351,0.767,15.3,3.3,-1.4,0.5,0.528
2009,"Devean George","SF",31,"DAL",43,708,147,15,78,23,11,0.38,22,76,0.289,0.773,7,0.6,-1.8,0,0.485
2009,"Daniel Gibson","PG",22,"CLE",75,1795,586,132,155,44,16,0.391,108,283,0.382,0.767,10.1,3.8,-0.7,0.6,0.519
2009,"J.R. Giddens","SF",23,"BOS",6,8,4,0,3,1,0,0.667,0,0,NA,NA,26,0,-0.7,0,0.667
2009,"Eddie Gill","PG",30,"MIL",6,43,14,11,4,3,1,0.667,2,3,0.667,NA,15.5,0.1,-1.4,0,0.778
2009,"Manu Ginobili","SG",31,"SAS",44,1181,683,157,198,64,16,0.454,69,209,0.33,0.884,22.9,5,6,2.4,0.594
2009,"Ryan Gomes","SF",26,"MIN",82,2614,1092,135,392,63,22,0.431,106,285,0.372,0.807,12.5,2.5,-1.3,0.5,0.518
2009,"Drew Gooden","PF",27,"TOT",51,1264,605,48,362,30,18,0.468,0,4,0,0.84,16.3,2.7,-3.5,-0.5,0.526
2009,"Drew Gooden","PF",27,"CHI",31,918,406,43,266,26,14,0.457,0,3,0,0.866,15.3,1.7,-2.1,0,0.514
2009,"Drew Gooden","PF",27,"SAC",1,26,12,2,13,0,0,0.556,0,0,NA,1,18.7,0,-5.6,0,0.607
2009,"Drew Gooden","PF",27,"SAS",19,320,187,3,83,4,4,0.49,0,1,0,0.789,18.8,0.9,-7.5,-0.4,0.55
2009,"Ben Gordon","SG",25,"CHI",82,2999,1699,279,283,71,22,0.455,173,422,0.41,0.864,17,6.9,0.6,1.9,0.573
2009,"Eric Gordon","SG",20,"LAC",78,2677,1252,215,201,78,35,0.456,131,337,0.389,0.854,14.9,4.6,-0.4,1.1,0.593
2009,"Marcin Gortat","PF",24,"ORL",63,794,239,14,286,18,53,0.567,1,1,1,0.578,17,3.3,0.6,0.5,0.578
2009,"Joey Graham","SF",26,"TOR",78,1541,597,48,292,35,12,0.481,3,16,0.188,0.825,11.9,2.2,-3.5,-0.6,0.542
2009,"Stephen Graham","SG",26,"IND",52,684,282,33,96,10,4,0.414,20,66,0.303,0.806,8.5,0,-6.7,-0.8,0.498
2009,"Danny Granger","SF",25,"IND",67,2424,1728,183,341,69,97,0.447,182,450,0.404,0.878,21.8,8,2.9,3,0.584
