"Year","Player","Pos","Age","Tm","G","MP","PTS","AST","TRB","STL","BLK","FG.","X3P","X3PA","X3P.","FT.","PER","WS","BPM","VORP","TS."
1991,"Kenny Gattison","PF",26,"CHH",72,1552,650,44,379,48,67,0.532,0,2,0,0.661,14.4,3,-1.2,0.3,0.574
1991,"Tate George","PG",22,"NJN",56,594,192,104,47,25,5,0.415,0,2,0,0.8,10.5,0.4,-5.7,-0.5,0.456
1991,"Derrick Gervin","PF",27,"NJN",56,743,425,30,110,19,19,0.416,7,28,0.25,0.789,13.3,0.8,-6.1,-0.8,0.478
1991,"Kendall Gill","SG",22,"CHH",82,1944,906,303,263,104,39,0.45,2,14,0.143,0.835,15.4,1.8,0.4,1.2,0.494
1991,"Armen Gilliam","PF",26,"TOT",75,2644,1242,105,598,69,53,0.487,0,2,0,0.815,15.5,4.6,-1.2,0.5,0.542
1991,"Armen Gilliam","PF",26,"CHH",25,949,494,27,234,34,21,0.513,0,0,NA,0.813,17.6,2,-0.2,0.4,0.566
1991,"Armen Gilliam","PF",26,"PHI",50,1695,748,78,364,35,32,0.47,0,2,0,0.816,14.3,2.6,-1.7,0.1,0.527
1991,"Gerald Glass","SF",23,"MIN",51,606,352,42,102,28,9,0.438,2,17,0.118,0.684,15.9,0.5,-3.4,-0.2,0.471
1991,"Mike Gminski","C",31,"TOT",80,2196,844,93,582,40,56,0.442,2,14,0.143,0.81,14,2.9,-2.6,-0.3,0.481
1991,"Mike Gminski","C",31,"PHI",30,791,272,33,201,16,34,0.384,1,8,0.125,0.841,12.7,0.7,-3.2,-0.2,0.436
1991,"Mike Gminski","C",31,"CHH",50,1405,572,60,381,24,22,0.473,1,6,0.167,0.789,14.7,2.1,-2.2,-0.1,0.505
1991,"Dan Godfread","C",23,"MIN",10,20,13,0,2,1,4,0.417,0,1,0,0.75,20.3,0.1,-5.3,0,0.472
1991,"Jim Grandholm","PF",30,"DAL",26,168,79,8,50,2,8,0.517,9,17,0.529,0.476,16.5,0.4,-0.9,0,0.587
1991,"Gary Grant","PG",25,"LAC",68,2105,590,587,209,103,12,0.451,9,39,0.231,0.689,12.1,1.7,-2.6,-0.3,0.476
1991,"Greg Grant","PG",24,"NYK",22,107,26,20,10,9,0,0.37,1,3,0.333,0.833,9.2,0,-4.2,-0.1,0.439
1991,"Harvey Grant","PF",25,"WSB",77,2842,1405,204,557,91,61,0.498,2,15,0.133,0.743,16.5,6.7,1.1,2.2,0.527
1991,"Horace Grant","PF",25,"CHI",78,2641,1000,178,659,95,69,0.547,1,6,0.167,0.711,17.6,10.3,4.4,4.3,0.585
1991,"Stuart Gray","C",27,"NYK",8,37,11,0,10,0,1,0.333,0,0,NA,1,5.1,0,-15.3,-0.1,0.413
1991,"Jeff Grayer","SG",25,"MIL",82,1422,521,123,246,48,9,0.433,0,3,0,0.687,11.8,1.5,-2.5,-0.2,0.474
1991,"A.C. Green","PF",27,"LAL",82,2164,750,71,516,59,23,0.476,11,55,0.2,0.738,13.8,6.1,0.5,1.4,0.556
1991,"Rickey Green","PG",36,"PHI",79,2248,793,413,137,57,6,0.463,8,36,0.222,0.83,13.1,3.3,-3.3,-0.7,0.506
1991,"Sidney Green","PF",30,"SAS",66,1099,443,52,313,32,13,0.461,0,3,0,0.848,11.6,1.9,-3,-0.3,0.515
1991,"Dave Greenwood","PF",33,"SAS",63,1018,239,52,221,29,25,0.503,0,2,0,0.734,7.8,1.7,-1.4,0.2,0.568
1991,"Darrell Griffith","SG",32,"UTA",75,1005,430,37,90,42,7,0.391,48,138,0.348,0.756,8.6,0,-5,-0.8,0.463
1991,"Scott Haffner","PG",24,"CHH",7,50,17,9,4,3,1,0.381,0,2,0,0.5,9.9,-0.1,-5.3,0,0.388
1991,"Jack Haley","PF",27,"NJN",78,1178,434,31,356,20,21,0.469,0,0,NA,0.619,11.8,2.2,-4.7,-0.8,0.513
1991,"Tom Hammonds","PF",23,"WSB",70,1023,367,43,206,15,7,0.461,0,4,0,0.722,9.6,0.8,-5.9,-1,0.495
1991,"Bob Hansen","SG",30,"SAC",36,811,229,90,96,20,5,0.375,19,69,0.275,0.5,8.1,-0.1,-4.2,-0.4,0.421
1991,"Tim Hardaway","PG",24,"GSW",82,3215,1881,793,332,214,12,0.476,97,252,0.385,0.803,20.9,9.9,4,4.9,0.547
1991,"Derek Harper","PG",29,"DAL",77,2879,1519,548,233,147,14,0.467,89,246,0.362,0.731,19.4,7.6,2.8,3.5,0.543
1991,"Ron Harper","SG",27,"LAC",39,1383,763,209,188,66,35,0.391,48,148,0.324,0.668,14.5,0.9,0.7,1,0.463
1991,"Tony Harris","SG",23,"PHI",6,41,10,0,1,1,0,0.25,0,2,0,0.5,-5,-0.2,-17.4,-0.2,0.282
1991,"Scott Hastings","PF",30,"DET",27,113,48,7,28,0,0,0.571,3,4,0.75,1,15.8,0.5,1.3,0.1,0.712
1991,"Hersey Hawkins","SG",24,"PHI",80,3110,1767,299,310,178,39,0.472,108,270,0.4,0.871,19.4,9.8,3.5,4.3,0.592
1991,"Gerald Henderson","PG",35,"DET",23,392,123,62,37,12,2,0.427,7,21,0.333,0.762,10.1,0.5,-2.4,0,0.487
1991,"Steve Henson","PG",22,"MIL",68,690,214,131,51,32,0,0.418,18,54,0.333,0.905,11.5,1.2,-3.4,-0.2,0.516
1991,"Mike Higgins","SF",23,"SAC",7,61,16,2,5,0,2,0.6,0,0,NA,0.571,4.1,0,-5.8,-0.1,0.612
1991,"Rod Higgins","SF",31,"GSW",82,2024,776,113,354,52,37,0.463,73,220,0.332,0.819,13.4,5.3,0.9,1.5,0.589
1991,"Sean Higgins","SF",22,"SAS",50,464,225,35,63,8,1,0.458,3,19,0.158,0.848,9.1,0,-6.8,-0.6,0.497
1991,"Tyrone Hill","PF",22,"GSW",74,1192,390,19,383,33,30,0.492,0,0,NA,0.632,10.5,2.1,-3.9,-0.6,0.533
1991,"Roy Hinson","PF",29,"NJN",9,91,41,4,19,0,3,0.513,0,0,NA,0.333,11.1,0.1,-6.5,-0.1,0.508
1991,"Craig Hodges","SG",30,"CHI",73,843,362,97,42,34,2,0.424,44,115,0.383,0.963,12.4,1.7,-3.3,-0.3,0.509
1991,"Dave Hoppen","C",26,"TOT",30,155,64,3,39,3,1,0.545,0,2,0,0.727,11.7,0.2,-5.8,-0.1,0.596
1991,"Dave Hoppen","C",26,"CHH",19,112,44,3,30,2,1,0.563,0,1,0,0.8,11.2,0.1,-5,-0.1,0.604
1991,"Dave Hoppen","C",26,"PHI",11,43,20,0,9,1,0,0.5,0,1,0,0.667,13.2,0.1,-7.8,-0.1,0.579
1991,"Dennis Hopson","SF",25,"CHI",61,728,264,65,109,25,14,0.426,1,5,0.2,0.663,10,0.5,-3.8,-0.3,0.471
1991,"Jeff Hornacek","SG",27,"PHO",80,2733,1350,409,321,111,16,0.518,61,146,0.418,0.897,17.8,9.7,3.7,4,0.587
1991,"Jay Humphries","PG",28,"MIL",80,2726,1215,538,220,129,7,0.502,60,161,0.373,0.799,17.4,8.6,2,2.7,0.57
1991,"Byron Irvin","SG",24,"WSB",33,316,171,24,45,15,2,0.465,1,5,0.2,0.82,17.5,0.9,-1.2,0.1,0.549
1991,"Mark Jackson","PG",25,"NYK",72,1595,630,452,197,60,9,0.492,13,51,0.255,0.731,18.2,4.2,0.4,1,0.545
1991,"Dave Jamerson","SG",23,"HOU",37,202,113,27,30,6,1,0.381,5,19,0.263,0.815,12.2,0.1,-5,-0.2,0.452
1991,"Henry James","PF",25,"CLE",37,505,300,32,79,15,5,0.441,24,60,0.4,0.722,14.7,0.6,-3.5,-0.2,0.525
1991,"Les Jepsen","C",23,"GSW",21,105,28,1,37,1,3,0.306,0,1,0,0.667,7.7,0,-9.9,-0.2,0.35
1991,"Avery Johnson","PG",25,"TOT",68,959,320,230,77,47,4,0.469,1,9,0.111,0.678,13.4,1.6,-3.6,-0.4,0.507
1991,"Avery Johnson","PG",25,"DEN",21,217,79,77,21,14,2,0.426,0,4,0,0.656,14.2,0.1,-6.2,-0.2,0.481
1991,"Avery Johnson","PG",25,"SAS",47,742,241,153,56,33,2,0.483,1,5,0.2,0.691,13.2,1.6,-2.8,-0.2,0.517
1991,"Buck Johnson","SF",27,"HOU",73,2279,991,142,330,81,47,0.477,2,15,0.133,0.727,12.9,4.6,-0.5,0.9,0.512
1991,"Eddie Johnson","SG",31,"TOT",81,2085,1354,111,271,58,9,0.484,39,120,0.325,0.891,17.8,5.5,-1.3,0.4,0.548
1991,"Eddie Johnson","SG",31,"PHO",15,312,203,17,46,9,2,0.473,6,21,0.286,0.724,14.5,0.3,-3.9,-0.1,0.511
1991,"Eddie Johnson","SG",31,"SEA",66,1773,1151,94,225,49,7,0.486,33,99,0.333,0.912,18.4,5.2,-0.8,0.5,0.555
1991,"Kevin Johnson","PG",24,"PHO",77,2772,1710,781,271,163,11,0.516,9,44,0.205,0.843,23.7,12.7,5.2,5.1,0.604
1991,"Magic Johnson*","PG",31,"LAL",79,2933,1531,989,551,102,17,0.477,80,250,0.32,0.906,25.1,15.4,8.3,7.6,0.623
1991,"Steve Johnson","C",33,"GSW",24,228,90,17,57,4,4,0.54,0,0,NA,0.595,9.6,0.2,-4.4,-0.1,0.568
1991,"Vinnie Johnson","SG",34,"DET",82,2390,958,271,280,75,15,0.434,11,34,0.324,0.646,12.8,3.8,-0.1,1.2,0.466
1991,"Charles Jones","C",33,"WSB",62,1499,163,48,359,51,124,0.54,0,0,NA,0.58,9.4,2.9,1.2,1.2,0.558
1991,"Michael Jordan*","SG",27,"CHI",82,3034,2580,453,492,223,83,0.539,29,93,0.312,0.851,31.6,20.3,10.8,9.8,0.605
1991,"Shawn Kemp","PF",21,"SEA",81,2442,1214,144,679,77,123,0.508,2,12,0.167,0.661,17.6,6.1,1.9,2.4,0.551
1991,"Steve Kerr","PG",25,"CLE",57,905,271,131,37,29,4,0.444,28,62,0.452,0.849,10.9,1.3,-4.5,-0.6,0.55
1991,"Jerome Kersey","SF",28,"POR",73,2359,1084,227,481,101,76,0.478,4,13,0.308,0.709,15.6,6.7,2.9,2.9,0.526
1991,"Alec Kessler","C",24,"MIA",78,1259,486,31,336,17,26,0.425,0,4,0,0.672,8.4,-0.1,-7.8,-1.8,0.462
1991,"Randolph Keys","SF",24,"CHH",44,473,140,18,100,22,15,0.407,3,14,0.214,0.576,7.3,-0.2,-4.1,-0.2,0.439
1991,"Bo Kimble","SG",24,"LAC",62,1004,429,76,119,30,8,0.38,19,65,0.292,0.773,7.7,0,-5.3,-0.8,0.456
1991,"Bernard King*","SF",34,"WSB",64,2401,1817,292,319,56,16,0.472,8,37,0.216,0.79,19.1,3.5,0.1,1.3,0.527
1991,"Stacey King","PF",24,"CHI",76,1198,419,65,208,24,42,0.467,0,2,0,0.704,10.2,1.5,-3.3,-0.4,0.523
1991,"Greg Kite","C",29,"ORL",82,2225,395,59,588,25,81,0.491,0,0,NA,0.512,7.4,2,-1.7,0.2,0.504
1991,"Joe Kleine","C",29,"BOS",72,850,258,21,244,15,14,0.468,0,2,0,0.783,9.9,1.2,-4.8,-0.6,0.519
1991,"Negele Knight","PG",23,"PHO",64,792,339,191,71,20,7,0.425,6,25,0.24,0.602,12.1,0.6,-4.5,-0.5,0.471
1991,"Bart Kofoed","SG",26,"GSW",5,21,3,4,3,0,0,0,0,0,NA,0.5,0.7,-0.1,-9.4,0,0.266
1991,"Jon Koncak","C",27,"ATL",77,1931,313,124,375,74,76,0.436,1,8,0.125,0.593,8.4,2.5,0.7,1.3,0.454
1991,"Frank Kornet","PF",24,"MIL",32,157,58,9,24,5,1,0.371,5,18,0.278,0.538,6.2,-0.1,-6.4,-0.2,0.428
1991,"Bill Laimbeer","C",33,"DET",82,2668,904,157,737,38,56,0.478,37,125,0.296,0.837,14.2,8,2.1,2.7,0.536
1991,"Jerome Lane","PF",24,"DEN",62,1383,463,123,578,51,14,0.438,1,4,0.25,0.411,12.8,0.6,-1.4,0.2,0.443
1991,"Andrew Lang","C",24,"PHO",63,1152,311,27,303,17,127,0.577,0,1,0,0.715,13.6,3.7,2.4,1.3,0.632
1991,"Eric Leckner","C",24,"TOT",72,1122,324,39,295,14,22,0.446,0,0,NA,0.559,7.5,0.2,-6.2,-1.2,0.473
1991,"Eric Leckner","C",24,"SAC",32,378,94,18,87,4,11,0.406,0,0,NA,0.593,5.6,-0.1,-7,-0.5,0.436
1991,"Eric Leckner","C",24,"CHH",40,744,230,21,208,10,11,0.465,0,0,NA,0.548,8.4,0.3,-5.8,-0.7,0.489
1991,"Kurk Lee","PG",23,"NJN",48,265,66,34,30,11,2,0.268,3,15,0.2,0.893,5.6,-0.1,-6.7,-0.3,0.396
1991,"Tim Legler","SG",24,"DEN",10,148,58,12,18,2,0,0.347,3,12,0.25,0.833,6.4,-0.1,-8,-0.2,0.389
1991,"Gary Leonard","C",23,"ATL",4,9,2,0,2,0,1,NA,0,0,NA,0.5,8.7,0,-7.2,0,0.568
1991,"Jim Les","PG",27,"SAC",55,1399,395,299,111,57,4,0.444,71,154,0.461,0.835,13.7,3.6,-1.2,0.3,0.63
1991,"Clifford Lett","PG",25,"SAS",7,99,34,7,7,2,1,0.483,0,1,0,0.667,6.9,0,-6.4,-0.1,0.516
1991,"Fat Lever","SG",30,"DAL",4,86,29,12,15,6,3,0.391,0,3,0,0.786,13.5,0,-1.6,0,0.497
1991,"Cliff Levingston","PF",30,"CHI",78,1013,314,56,225,29,43,0.45,1,4,0.25,0.648,11.5,2,-1.2,0.2,0.488
1991,"Reggie Lewis","SG",25,"BOS",79,2878,1478,201,410,98,85,0.491,1,13,0.077,0.826,16.2,7.5,0.8,2,0.54
1991,"Marcus Liberty","SF",22,"DEN",76,1171,507,64,221,48,19,0.421,17,57,0.298,0.63,10.4,-0.1,-4.5,-0.7,0.458
1991,"Todd Lichti","SG",24,"DEN",29,860,405,72,112,46,8,0.439,14,47,0.298,0.855,13.6,1,-1.2,0.2,0.496
1991,"Alton Lister","C",32,"GSW",77,1552,491,93,483,20,90,0.478,0,1,0,0.569,10.7,1.9,-2.4,-0.1,0.509
1991,"Ian Lockhart","SF",23,"PHO",1,2,4,0,0,0,0,1,0,0,NA,1,76.3,0,16.4,0,1.064
1991,"Brad Lohaus","PF",26,"MIL",81,1219,428,75,217,50,74,0.431,33,119,0.277,0.685,11.9,1.8,-0.5,0.5,0.488
1991,"Grant Long","PF",24,"MIA",80,2514,734,176,568,119,43,0.492,1,6,0.167,0.787,12.2,5,1.8,2.4,0.554
1991,"John Long","SG",34,"DET",25,256,96,18,32,9,2,0.412,2,6,0.333,0.96,11.9,0.5,-2.5,0,0.5
1991,"Rick Mahorn","C",32,"PHI",80,2439,711,118,621,79,56,0.467,0,9,0,0.788,11.8,4.4,-0.4,0.9,0.535
1991,"Dan Majerle","SF",25,"PHO",77,2281,1051,216,418,106,40,0.484,30,86,0.349,0.762,16.9,7.2,3.7,3.3,0.552
1991,"Jeff Malone","SG",29,"UTA",69,2466,1282,143,206,50,6,0.508,1,6,0.167,0.917,14.4,5.1,-1.2,0.5,0.56
1991,"Karl Malone*","PF",27,"UTA",82,3302,2382,270,967,89,79,0.527,4,14,0.286,0.77,24.8,15.5,5.8,6.5,0.596
1991,"Moses Malone*","C",35,"ATL",82,1912,869,68,667,30,74,0.468,0,7,0,0.831,18.2,5.6,-0.9,0.5,0.57
1991,"Danny Manning","PF",24,"LAC",73,2197,1159,196,426,117,62,0.519,0,3,0,0.716,16.9,5.2,2.8,2.7,0.557
1991,"Sarunas Marciulionis*","SG",26,"GSW",50,987,545,85,118,62,4,0.501,1,6,0.167,0.724,16.3,2.5,-0.4,0.4,0.576
1991,"Jeff Martin","PG",24,"LAC",74,1334,523,65,131,37,31,0.422,27,88,0.307,0.68,10,1.3,-3.5,-0.5,0.475
1991,"Anthony Mason","PF",24,"DEN",3,21,10,0,5,1,0,0.5,0,0,NA,0.75,15.7,0.1,-4.3,0,0.665
1991,"Tony Massenburg","PF",23,"SAS",35,161,82,4,58,4,9,0.45,0,0,NA,0.622,16.3,0.4,-4.6,-0.1,0.514
1991,"Vernon Maxwell","SG",25,"HOU",82,2870,1397,303,238,127,15,0.404,172,510,0.337,0.733,13.5,5.9,0.7,1.9,0.507
1991,"Travis Mays","PG",22,"SAC",64,2145,915,253,178,81,11,0.406,72,197,0.365,0.77,12.3,2.1,-1.5,0.2,0.526
1991,"George McCloud","SF",23,"IND",74,1070,343,150,118,40,11,0.373,43,124,0.347,0.776,7.9,-0.4,-4.4,-0.6,0.46
1991,"Tim McCormick","C",28,"ATL",56,689,252,32,165,11,14,0.497,0,3,0,0.733,11.9,1.1,-3.3,-0.2,0.556
1991,"Rodney McCray","PF",29,"DAL",74,2561,844,259,560,70,51,0.495,13,39,0.333,0.803,14.6,5.3,1.7,2.4,0.551
1991,"Xavier McDaniel","SF",27,"TOT",81,2634,1373,187,557,76,46,0.497,0,8,0,0.723,15.2,5.1,0,1.3,0.527
1991,"Xavier McDaniel","SF",27,"SEA",15,529,327,38,81,26,4,0.479,0,3,0,0.71,17.3,0.9,-0.3,0.2,0.51
1991,"Xavier McDaniel","SF",27,"PHO",66,2105,1046,149,476,50,42,0.503,0,5,0,0.727,14.7,4.2,0.1,1.1,0.532
1991,"Kevin McHale*","PF",33,"BOS",68,2067,1251,126,480,25,146,0.553,15,37,0.405,0.829,21.2,7.9,2.5,2.3,0.606
1991,"Derrick McKey","SF",24,"SEA",73,2503,1115,169,423,91,56,0.517,4,19,0.211,0.845,15.7,6.4,2.3,2.7,0.575
1991,"Nate McMillan","SG",26,"SEA",78,1434,338,371,251,104,20,0.433,17,48,0.354,0.613,13.9,2.8,1.8,1.4,0.489
1991,"Mark McNamara","C",31,"ORL",2,13,0,0,4,0,0,0,0,0,NA,NA,1,0,-13.8,0,0
1991,"Scott Meents","PF",27,"SEA",13,53,17,8,10,7,4,0.25,1,1,1,0.5,9.4,-0.1,-2.3,0,0.286
1991,"Reggie Miller*","SG",25,"IND",82,2972,1855,331,281,109,13,0.512,112,322,0.348,0.918,21.2,12.5,4,4.5,0.65
1991,"Terry Mills","PF",23,"TOT",55,819,315,33,229,35,29,0.465,0,4,0,0.712,13.6,1.3,-2.9,-0.2,0.497
1991,"Terry Mills","PF",23,"DEN",17,279,128,16,88,16,9,0.467,0,2,0,0.727,14.5,0.3,-2.7,-0.1,0.494
1991,"Terry Mills","PF",23,"NJN",38,540,187,17,141,19,20,0.464,0,2,0,0.705,13.1,1,-3,-0.1,0.499
1991,"Sam Mitchell","PF",27,"MIN",82,3121,1197,133,520,66,57,0.441,0,9,0,0.775,12.3,5.1,-1.6,0.3,0.505
1991,"Paul Mokeski","C",34,"GSW",36,257,57,9,67,8,3,0.356,3,9,0.333,0.8,6.6,0.3,-4.4,-0.2,0.434
1991,"Sidney Moncrief","SG",33,"ATL",72,1096,337,104,128,50,9,0.488,21,64,0.328,0.781,11.2,1.8,-0.8,0.3,0.589
1991,"Chris Morris","SF",25,"NJN",79,2553,1042,220,521,138,96,0.425,45,179,0.251,0.734,14.7,4.5,2.1,2.6,0.487
1991,"John Morton","SF",23,"CLE",66,1207,357,243,103,61,18,0.438,4,12,0.333,0.813,12.2,1.5,-3,-0.3,0.533
1991,"Chris Mullin*","SF",27,"GSW",82,3315,2107,329,443,173,63,0.536,40,133,0.301,0.884,21.4,12.2,4.5,5.4,0.618
1991,"Chris Munk","PF",23,"UTA",11,29,13,1,14,1,2,0.429,0,0,NA,0.583,14.5,0,-5.8,0,0.529
1991,"Tod Murphy","PF",27,"MIN",52,1063,251,60,255,25,20,0.396,1,17,0.059,0.667,10.6,1.4,-2.6,-0.2,0.459
1991,"Jerrod Mustaf","PF",21,"NYK",62,825,268,36,169,15,14,0.465,0,1,0,0.644,8.3,0.4,-5.1,-0.6,0.503
1991,"Pete Myers","SG",27,"SAS",8,103,29,14,18,3,3,0.435,0,1,0,0.818,7.1,0,-4.8,-0.1,0.521
1991,"Larry Nance","PF",31,"CLE",80,2927,1537,237,686,66,200,0.524,2,8,0.25,0.803,20.6,9.8,3.9,4.3,0.567
1991,"Craig Neal","PG",26,"DEN",10,125,44,37,16,4,0,0.4,3,9,0.333,0.591,8.2,-0.1,-8.1,-0.2,0.492
1991,"Ed Nealy","PF",30,"PHO",55,573,123,36,151,24,4,0.464,5,16,0.313,0.737,11.3,1.5,0.8,0.4,0.541
1991,"Johnny Newman","SF",27,"CHH",81,2477,1371,188,254,100,17,0.47,30,84,0.357,0.809,15.1,4.1,-0.3,1,0.559
1991,"Ken Norman","SF",26,"LAC",70,2309,1219,159,497,63,63,0.501,6,32,0.188,0.629,16.4,4.8,0.8,1.6,0.526
1991,"Dan O'Sullivan","C",22,"UTA",21,85,21,4,17,1,1,0.438,0,0,NA,0.636,6,0.1,-4.4,-0.1,0.504
1991,"Charles Oakley","PF",27,"NYK",76,2739,853,204,920,62,17,0.516,0,2,0,0.784,13.6,6.2,1.9,2.7,0.585
1991,"Alan Ogg","C",23,"MIA",31,261,54,2,49,6,27,0.436,0,2,0,0.6,7.4,0.3,-4.2,-0.1,0.455
1991,"Hakeem Olajuwon*","C",28,"HOU",56,2062,1187,131,770,121,221,0.508,0,4,0,0.769,24.3,8.6,6.3,4.3,0.549
1991,"Jawann Oldham","C",33,"IND",4,19,6,0,3,0,0,0.5,0,0,NA,NA,8.1,0,-12.2,0,0.5
1991,"Brian Oliver","SG",22,"PHI",73,800,279,88,80,34,4,0.408,5,18,0.278,0.732,9.9,0.2,-5.1,-0.6,0.46
1991,"Gerald Paddio","SF",25,"CLE",70,1181,504,90,118,20,6,0.419,6,24,0.25,0.796,9.3,-0.4,-7,-1.5,0.461
1991,"Walter Palmer","C",22,"UTA",28,85,40,6,21,3,4,0.333,0,1,0,0.667,8.5,-0.1,-7.3,-0.1,0.388
1991,"Robert Parish*","C",37,"BOS",81,2441,1207,66,856,66,103,0.598,0,1,0,0.767,20.6,10,1.7,2.3,0.637
1991,"John Paxson","PG",30,"CHI",82,1971,710,297,91,62,3,0.548,42,96,0.438,0.829,14,5.7,-1.2,0.4,0.596
1991,"Kenny Payne","SF",24,"PHI",47,444,166,16,66,10,6,0.36,4,18,0.222,0.897,7.5,-0.3,-8.8,-0.8,0.411
1991,"Gary Payton*","PG",22,"SEA",82,2244,588,528,243,165,15,0.45,1,13,0.077,0.711,13.2,3.4,0.9,1.6,0.476
1991,"Will Perdue","C",25,"CHI",74,972,307,47,336,23,57,0.494,0,3,0,0.67,13.7,2.3,-0.9,0.3,0.54
1991,"Sam Perkins","PF",29,"LAL",73,2504,983,108,538,64,78,0.495,18,64,0.281,0.821,14.8,8,2.3,2.7,0.567
1991,"Tim Perry","C",25,"PHO",46,587,193,27,126,23,43,0.521,0,5,0,0.614,13.8,1.4,1.5,0.5,0.552
1991,"Chuck Person","SF",26,"IND",80,2566,1474,238,417,56,17,0.504,69,203,0.34,0.721,16.1,3.9,-0.5,0.9,0.553
1991,"Jim Petersen","C",28,"GSW",62,834,279,27,200,13,41,0.483,1,4,0.25,0.658,9.8,1,-3.9,-0.4,0.518
1991,"Drazen Petrovic*","SG",26,"TOT",61,1015,623,86,110,43,1,0.493,23,65,0.354,0.832,16.6,2.5,-0.9,0.3,0.563
1991,"Drazen Petrovic*","SG",26,"POR",18,133,80,20,18,6,0,0.451,1,6,0.167,0.682,15.3,0.3,-1.1,0,0.496
1991,"Drazen Petrovic*","SG",26,"NJN",43,882,543,66,92,37,1,0.5,22,59,0.373,0.861,16.8,2.3,-0.9,0.2,0.574
1991,"Ricky Pierce","SG",31,"TOT",78,2167,1598,168,191,60,13,0.485,46,116,0.397,0.913,21,7.9,-0.2,1,0.586
1991,"Ricky Pierce","SG",31,"MIL",46,1327,1037,96,117,38,11,0.499,37,93,0.398,0.907,22.7,5.3,0.6,0.9,0.605
1991,"Ricky Pierce","SG",31,"SEA",32,840,561,72,74,22,2,0.463,9,23,0.391,0.925,18.3,2.5,-1.5,0.1,0.554
1991,"Ed Pinckney","PF",27,"BOS",70,1165,366,45,341,61,43,0.539,0,1,0,0.897,16.6,4.7,3.8,1.7,0.622
1991,"Scottie Pippen*","SF",25,"CHI",82,3014,1461,511,595,193,93,0.52,21,68,0.309,0.706,20.6,11.2,6.3,6.4,0.561
1991,"Olden Polynice","C",26,"TOT",79,2092,778,42,553,43,32,0.56,0,1,0,0.579,14,5.2,-1.2,0.4,0.576
1991,"Olden Polynice","C",26,"SEA",48,960,397,16,270,26,19,0.545,0,0,NA,0.588,15.2,2.3,-2.3,-0.1,0.562
1991,"Olden Polynice","C",26,"LAC",31,1132,381,26,283,17,13,0.579,0,1,0,0.572,12.9,2.9,-0.3,0.5,0.592
1991,"Dave Popson","PF",26,"BOS",19,64,35,2,14,1,2,0.406,0,0,NA,0.9,11.6,0,-8.3,-0.1,0.481
1991,"Terry Porter","PG",27,"POR",81,2665,1381,649,282,158,12,0.515,130,313,0.415,0.823,21.7,13,6.1,5.5,0.632
1991,"Paul Pressey","SG",32,"SAS",70,1683,528,271,176,63,32,0.472,16,57,0.281,0.827,11.4,3.2,-0.6,0.6,0.545
1991,"Mark Price","PG",26,"CLE",16,571,271,166,45,42,2,0.497,18,53,0.34,0.952,21.7,2,2.4,0.6,0.61
1991,"Kevin Pritchard","PG",23,"GSW",62,773,243,81,65,30,8,0.384,5,31,0.161,0.805,6.9,-0.2,-5.7,-0.7,0.462
1991,"Brian Quinnett","SG",24,"NYK",68,1011,319,53,145,22,13,0.459,15,43,0.349,0.722,9,0.8,-3,-0.2,0.5
1991,"Kurt Rambis","PF",32,"PHO",62,900,226,64,266,25,11,0.497,0,2,0,0.706,11.4,2.2,0.2,0.5,0.553
1991,"Blair Rasmussen","C",28,"DEN",70,2325,875,70,678,52,132,0.458,2,5,0.4,0.677,11.7,1.7,-3.5,-0.9,0.473
1991,"J.R. Reid","C",22,"CHH",80,2467,902,89,502,87,47,0.466,0,2,0,0.703,10.8,1.8,-2.1,-0.1,0.508
1991,"Robert Reid","SF",35,"PHI",3,37,4,4,9,1,3,0.143,0,0,NA,NA,0.3,-0.2,-10.6,-0.1,0.143
1991,"Jerry Reynolds","SG",28,"ORL",80,1843,1034,203,299,95,56,0.434,10,34,0.294,0.802,17.8,3.7,0.9,1.3,0.529
1991,"Glen Rice","SF",23,"MIA",77,2646,1342,189,381,101,26,0.461,71,184,0.386,0.818,14.1,4.4,-0.4,1,0.522
1991,"Pooh Richardson","PG",24,"MIN",82,3154,1401,734,286,131,13,0.47,42,128,0.328,0.539,18.1,5.9,0.8,2.3,0.492
1991,"Mitch Richmond*","SG",25,"GSW",77,3027,1840,238,452,126,34,0.494,40,115,0.348,0.847,17.8,7.1,1,2.3,0.565
1991,"Doc Rivers","PG",29,"ATL",79,2586,1197,340,253,148,47,0.435,88,262,0.336,0.844,16.2,6.3,2.2,2.7,0.527
1991,"Fred Roberts","PF",30,"MIL",82,2114,888,135,281,63,29,0.533,4,25,0.16,0.813,13.4,4.2,-0.6,0.8,0.583
1991,"Alvin Robertson","SG",28,"MIL",81,2598,1098,444,459,246,16,0.485,23,63,0.365,0.757,18.6,7.7,6.1,5.3,0.538
1991,"Clifford Robinson","PF",24,"POR",82,1940,957,151,349,78,76,0.463,6,19,0.316,0.653,14.1,4.2,0.1,1,0.507
1991,"David Robinson*","C",25,"SAS",82,3095,2101,208,1063,127,320,0.552,1,7,0.143,0.762,27.4,17,8.4,8.1,0.615
1991,"Larry Robinson","SG",23,"TOT",36,425,139,35,51,16,1,0.413,0,1,0,0.556,7.6,-0.1,-5.3,-0.4,0.429
1991,"Larry Robinson","SG",23,"GSW",24,170,56,11,23,9,1,0.407,0,0,NA,0.533,6.6,-0.2,-5.9,-0.2,0.427
